curriculum_scenario_id,document_id,item_number,category,subcategory,scenario_text,question_prompt,source_page,extraction_method,created_at
sjt-race-075,curriculum-f95c3e525005,75,Race,EO professional,"You are assisting with an investigation of a formal complaint regarding a supervising
officer's order that two Hispanic-American officers not speak Spanish while on duty. You
interview the supervising officer and he claims that the two Hispanic officers in question have a
habit of speaking Spanish when discussing formal duties that affect the rest of the unit. The
supervising officer claims he ordered the two Hispanic soldiers to not to speak Spanish while on
duty because that was the only way he could be certain they would discuss formal duties in
English.","Of the following, the most important course of action would be to:",37,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-077,curriculum-f95c3e525005,77,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A noose was found in a personnel break room. You are immediately notified of the incident.
You email the personnel who work in the building and ask them to provide any information they
can about the incident.","Of the following, the best course of action is to:",37,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-079,curriculum-f95c3e525005,79,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A noose was placed on a Black officer's office door knob. You are immediately notified of
the incident.",Your next course of action is to:,37,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-080,curriculum-f95c3e525005,80,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A swastika is drawn on the front door of a Jewish officer's office door. You are immediately
notified of the incident.","Of the following, the most important course of action is to:",38,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-081,curriculum-f95c3e525005,81,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A White E4's vehicle was badly vandalized. The vehicle was scratched with a key and eggs
were smashed all over the windshield. The officer tells you that this is the third time his car has
been vandalized this year. He suspects it is because of he has the confederate flag in his back
window.","Of the following, your next question to the Jewish officer would be:",38,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-082,curriculum-f95c3e525005,82,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A Black E4's vehicle was badly vandalized. The vehicle was scratched with a key and eggs
were smashed all over the windshield. The word ""nigger"" was spray painted on the hood.",Your next course of action would be to:,38,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-083,curriculum-f95c3e525005,83,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A display board you created to celebrate Martin Luther King Jr.'s Birthday has been defaced.
You are concerned that this indicates a climate of intolerance towards Martin Luther King Jr's
and the larger Civil Rights Movement.",Your next course of action is to:,38,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-084,curriculum-f95c3e525005,84,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"After an incident where a White service member was intimidated by an Asian colleague, you
decide a training seminar on respect and tolerance may be beneficial for the unit.",Your next course of action:,39,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-085,curriculum-f95c3e525005,85,Race,Intimidation - Behaviors Intended to Embarrass or Intimidate,"You would like to coordinate a training session that will deal with the military's racial and
ethnic diversity tolerance and acceptance policies.",Of the following your first course of action is:,39,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-087,curriculum-f95c3e525005,87,Race,Physical Assault - Physically Harming Another,"A Jewish E3 fell asleep on a bench outdoors after a long night of drinking. When he arrived
home he realized that a swastika was drawn on his forehead while he was sleeping. He is deeply
offended and comes to you to share his story.",Your next course of action is to:,39,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-088,curriculum-f95c3e525005,88,Race,Physical Assault - Physically Harming Another,"A White male and a Black male got into an argument while on duty. During their argument
the White male called the Black male ""another hot-headed nigger"". The Black male was so angry
that he punched the White male in the mouth. The fight was quickly parted by several members
of the unit. A week later the White male comes to see you to discuss the incident. He wants to
apologize to the Black male but doesn't know how to go about it.",Your next course of action would be to:,39,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-race-089,curriculum-f95c3e525005,89,Race,Physical Assault - Physically Harming Another,"A White male comes to your office. He tells you he lives on the installation, and was
attacked as he walked home the previous night. He reports that three men punched him
repeatedly. He tells you that as he lay on the ground, one of the men spit on him and called him a
""honky red neck"".",Of the following the most important course of action is to:,39,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-002,curriculum-f95c3e525005,2,Religion,Offensive Labels or Language - Use of Epithets and Slurs,"You are making an inquiry into a complaint from a Muslim male that a member of his unit
called him a ""hate-monger"". In your interview with the unit member admits to calling the
Muslim male a ""hate-monger"" and is not apologetic for his remarks.",Your next course of action would be to:,41,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-003,curriculum-f95c3e525005,3,Religion,Offensive Labels or Language - Use of Epithets and Slurs,"A Hindu service member comes to you because he is angry because his commanding officer
frequently makes comments about his religion. The Hindu service member is fed up with the
comments and is ready to file a formal complaint.",Your next course of action would be to:,41,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-004,curriculum-f95c3e525005,4,Religion,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"A female officer shares with you that she is a follower of scientology. She tells you that
members of her unit have commented that Scientology is a fake religion made popular by
ignorant famous people. She also tells you they stated, ""Only mindless sheep would follow that
religion.""",Your next course of action would be to:,41,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-005,curriculum-f95c3e525005,5,Religion,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"You have administered a climate assessment survey to a unit. The following comment was
written: ""The other members of my unit are always making comments about my religion. Iam a
Seventh Day Adventist and they call my religion a cult and they don't respect my beliefs"".","Of the following, the most important course of action is to:",41,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-007,curriculum-f95c3e525005,7,Religion,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"A commanding officer frequently makes the comment that ""Followers of Islam are terrorists"".
When confronted about the comments, the commanding officer contends that it is not a big deal
and no one is being hurt because there are no followers of Islam in the unit.",Your next course of action would be to:,42,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-008,curriculum-f95c3e525005,8,Religion,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"A commanding officer frequently makes the comment that ""Mormons are a bunch of
polygamist pedophiles"". When confronted about the comments, the commanding officer says
that it is not a big deal and no one is being hurt because there are no followers of Islam in the
unit.",Your next course of action would be to:,42,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-009,curriculum-f95c3e525005,9,Religion,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"You receive an email advertising a peaceful protest against treatment of women in Islam.
Later in the day two female unit members come to you about the advertisement. They tell you
that they are offended by the repeated negative portrayal of Islam and would like the unit to be
properly informed about the religion",,42,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-010,curriculum-f95c3e525005,10,Religion,Inappropriate Message Content - Inappropriate Jokes or Comments,"A unit member complains to you that her commanding officer is always forwarding
inappropriate emails to her and the other members of her unit. She tells you that the most recent
forwarded email presented vulgar jokes about the Catholic religion and little boys.",Your next course of action would be to:,42,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-011,curriculum-f95c3e525005,11,Religion,Inappropriate Message Content - Inappropriate Jokes or Comments,"A male officer (labeled Male 1) comes to your office. Male 1 tells you that he was trying to
raise money for his local mosque by selling bean pies to his co-workers. He tells you that when
he offered one of the pies to a male member of his unit (labeled Male 2), Male 2 responded, ""Sell
your bean pies somewhere else, Muhammad."" The male officer tells you his name is not
Muhammad and he is insulted by Male 2's sarcasm.",Your next course of action would be to:,42,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-013,curriculum-f95c3e525005,13,Religion,Inappropriate Message Content - Inappropriate Jokes or Comments,"A Muslim service member tells you that other members from his unit refer to him as
""Muhammad"", ""Bin Laden"", or ""Saddam Hussein."" He tells you that he has repeatedly asked
them to stop. He doesn't know what else to do.",Your next course of action would be to:,43,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-014,curriculum-f95c3e525005,14,Religion,Anonymous Threats - Physical or Psychological Threats from Unknown Source,"After a celebration of Yom Kippur, a Jewish officer finds a note on his car. The note says
""Jews are not welcome here--get lost--or else"". He comes back inside to the celebration and tells
you about the note immediately.","Your next course of action would be to:
Your next course of action would be to:",43,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-017,curriculum-f95c3e525005,17,Religion,Direct Threats - Physical or Psychological Threats from Known Source,"A female E4 comes to you for help. She tells you that one of the members of her unit is
Wiccan. She tells you that after having an argument with this unit member, the Wiccan unit
member threatened to cast a deadly spell on her. She tells you she is uncomfortable Wicca,
witchcraft, and with the 'casting of spells'. She tells you she is afraid to work with this unit
member anymore.",Your next course of action would be to:,43,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-018,curriculum-f95c3e525005,18,Religion,Direct Threats - Physical or Psychological Threats from Known Source,"A Jewish man comes to your office and is very upset. He tells you that a member of his unit
threatened to beat him up. He tells you that this unit member is always starting trouble with him.
He states he is not comfortable and he refuses to work with him anymore.",Your next course of action would be to:,44,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-019,curriculum-f95c3e525005,19,Religion,Equal Treatment - Ensure No Religion is Given Preference Over Other Religions,"An investigating officer is making an inquiry into a formal complaint brought by a group of
Christian service members who claim that their performance ratings are unjustly lower than the
other members of their unit. The Christian service members claim that they are being unfairly
rated because of their religious beliefs.","Of the following, the assistance you would volunteer to provide the investigating officer
first is to:",44,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-020,curriculum-f95c3e525005,20,Religion,Equal Treatment - Ensure No Religion is Given Preference Over Other Religions,"During a training seminar, a group of Muslim officers tell you that their commanding officer
regularly goes to a Christian bible study with other members of the unit. The Muslim officers
tell you that they feel they are at a disadvantage because the unit members who attend this bible
study are getting additional time to build a bond with the commanding officer. They ask you for
your advice.","Of the following, the most important course of action is to:",44,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-021,curriculum-f95c3e525005,21,Religion,Equal Treatment - Ensure No Religion is Given Preference Over Other Religions,"An investigating officer is making an inquiry into a formal complaint from a group of Hindu
male service members who claim that their superior officer treats the other members in the unit
better than he treats them. The Hindu males claim that they are always assigned undesirable
work shifts, for example nights, weekends, and holidays.","Of the following, the assistance you would volunteer to provide the investigating officer
first is:",44,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-023,curriculum-f95c3e525005,23,Religion,Religious Accommodation - Requests for Exception to Policy Based on Religious Affiliation,"You are deployed with your unit in Bagdad. Your commander will not allow anyone in the
unit to wear any religious symbols or apparel, even under uniforms. He has further specified that
the Jewish unit members are not authorized to wear their yarmulke (religious headgear) while on
duty.",Your next course of action would be to:,45,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-024,curriculum-f95c3e525005,24,Religion,Religious Accommodation - Requests for Exception to Policy Based on Religious Affiliation,"An officer comes to you and informs you that he is a Sikh and that has requested to have off
from work for an important religious holiday. He tells you that he made this request a month in
advance and he was still denied. He tells you that his supervisor has no reason to deny his
request and he suspects that his request was denied because of his religious beliefs.",Your next course of action would be to:,45,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-026,curriculum-f95c3e525005,26,Religion,Religious Accommodation - Requests for Exception to Policy Based on Religious Affiliation,"An Atheist service member sends you an email. He tells you he is tired of his commanding
officer catering to the religious personnel in his unit. He tells you these ""religious nuts"" have
such picky schedules, ""They receive time off for worship services, holy days, Sabbath
observances, and whatever else they can think up."" He tells you it is not fair that he isn't allowed
to be as demanding with his schedule.","Of the following, your next question to the Atheist service member would be:",45,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-028,curriculum-f95c3e525005,28,Religion,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","A female comes to you seeking your help. One of her unit members is advertising a program
for her local church group. The woman tells you that unit member is constantly trying to gain
support for the event and the church and it is distracting and annoying to hear about it while
working.",Your next course of action would be to:,45,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-029,curriculum-f95c3e525005,29,Religion,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","You are investigating a complaint that a commander has made the local strip club 'off limits'
to personnel in his unit. The complainants claim that the only reason the strip club is off limits is
because the commander is a very religious and believes going to strip clubs is immoral.","Of the following, the best course of action is to:",46,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-030,curriculum-f95c3e525005,30,Religion,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","A male E3 comes to your office and tells you his commanding officer has banned all
members of his unit from going to the local liquor store. He tells you the only reason the
commanding officer is banning the liquor store is because he is a devout Christian and does not
believe in drinking alcohol.","Of the following, the next question you would ask the Male E3 is:",46,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-031,curriculum-f95c3e525005,31,Religion,Intimidation - Behaviors Intended to Embarrass or Intimidate,"You have received word that there has been a series of incidents of religious intimidation at
your installation. You would like to coordinate a training session that will deals with the
military's religious diversity acceptance and tolerance policies.",Of the following your first course of action is:,46,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-032,curriculum-f95c3e525005,32,Religion,Intimidation - Behaviors Intended to Embarrass or Intimidate,"A Jewish officer calls you on Halloween and tells you that his supervisor is wearing a
yarmulke and that the supervisor is mocking the Jewish officer. The Jewish officer tells you he
is highly offended and embarrassed.",Your next course of action would be to:,46,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-034,curriculum-f95c3e525005,34,Religion,Physical Assault - Physically Harming Another,"A Muslim female (labeled Female 1) tells you that another female in her unit (labeled Female
2) began yelling at her after work. She tells you that before she could even ask Female 2 why she
was yelling, Female 2 spit in her face. She is frightened and comes to see you right away. She
tells you that Female 2 has never acted like this before and she doesn't know why the incident
happened. She tells you the only thing it can be is that she is Muslim.","Of the following, the best course of action is to:",47,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-035,curriculum-f95c3e525005,35,Religion,Physical Assault - Physically Harming Another,"A Muslim E3 comes to see you in your office. He tells you that while walking home last
night a group of males surrounded him. He tells you the males began pushing him while calling
him a traitor and telling him to go back to his own country. He tells you he isn't hurt but he is
tired of being disrespected at this installation.","Of the following, the most important question to ask the female E3 is to:",47,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-036,curriculum-f95c3e525005,36,Religion,Physical Assault - Physically Harming Another,"A Jewish officer's vehicle was vandalized. The vehicle was badly scratched with a key. The
officer tells you that this is the third time his car has been keyed this year. He suspects it is
because of he is Jewish.","Of the following, your next question to the Jewish officer would be:",47,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-037,curriculum-f95c3e525005,37,Religion,Physical Assault - Physically Harming Another,"During a climate assessment focus group, you learn that one of the special operation units at
the installation is intolerant of Jews. While following up on this information, you find out that
members of this unit may be responsible for a spree of assaults happening around the installation
against Jewish personnel.","Of the following, the best course of action is to:",47,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-religion-038,curriculum-f95c3e525005,38,Religion,EO professional,"Recently a Muslim male was badly assaulted at your installation. The installation commander
has asked you to conduct a climate assessment of the entire installation to determine if religious
intolerance is an issue at the installation.",Your next course of action is to:,48,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-001,curriculum-f95c3e525005,1,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"During a training session, you overhear a male unit member (labeled as Male 1) refer to
another male (labeled as Male 2) as ""Stumpy"". You realize that Male 2 is in wheelchair, and he
looks bothered by the comment.",Your next course of action would be to:,49,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-002,curriculum-f95c3e525005,2,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"A female service member shares with you that she is dyslexic. She also shares that the other
members of her unit refer to her constantly as 'stupid' and 'dumb'. She tells you that one
member has even stated that they should have never let someone with her disability in to the
military. She is fed up with the comments.","Of the following, your next question to the male officer would be:",49,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-003,curriculum-f95c3e525005,3,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"After overhearing one of your unit members profusely use the word 'retarded' when referring
to another member of the unit, you decide to plan a training session on diversity awareness and
sensitivity.",Of the following your first course of action is:,49,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-005,curriculum-f95c3e525005,5,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"A female E4 comes to your office and tells you that she has Attention Deficiency
Hyperactivity Disorder (ADHD). She tells you that her commanding officer is aware of her
disorder and continually makes offensive comments about her ADHD in front of other unit
members.",Your next course of action would be to:,49,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-006,curriculum-f95c3e525005,6,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"A male E3 claims a male officer in his unit called him a 'slow retard' after blaming him for
the unit's failure during a field exercise. He approaches you and explains what has happened and
that he is particularly offended by the comment because he has a learning disability.",Your next course of action would be to:,50,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-007,curriculum-f95c3e525005,7,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"After overhearing one of your unit members constantly use the word 'retard' when referring to
another member of the unit, you decide to plan a training session on the use of inappropriate and
offensive language.",Of the following your first course of action is:,50,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-008,curriculum-f95c3e525005,8,Disability,Offensive Labels or Language - Use of Epithets and Slurs,"A disabled service member comes to you because he is angry because his commanding officer
frequently makes comments about his disability. The disabled service member is fed up with the
comments and is ready to file a formal complaint.",Your next course of action would be to:,50,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-009,curriculum-f95c3e525005,9,Disability,Offensive Beliefs or Attitudes - Use of Stereotypical Beliefs,"At an event for Disability Awareness Month, you overhear a colleague say ""I'm tired of my
tax dollars supporting those retards. It is unnatural for them to be here--evolution would get rid
of them naturally if we would stop interfering and supporting them."" After talking more with
this colleague, you decide that this belief might be felt by others at the installation.",Your next course of action would be to:,50,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-011,curriculum-f95c3e525005,11,Disability,Inappropriate Message Content - Inappropriate Jokes or Comments,"A male E4 was recently deployed to Iraq. While he was there he sustained a permanent
injury to his left leg and now walks with a cane. He comes to you and tells you that members of
his new unit are constantly making jokes about his cane. For example, he tells you that they refer
to him as ""hop-a-long Jones"" instead of by his title. He is annoyed at their lack of respect.","Of the following, your next question to the male E4 would be:",51,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-012,curriculum-f95c3e525005,12,Disability,Anonymous Threats - Physical or Psychological Threats from Unknown Source,"You are advertising an upcoming event to celebrate Disability Awareness Month. When you
return to your car, there is a note on the windshield. The note says, ""If you keep drawing
attention to those with disabilities, you will be the one who needs the wheelchair.""","Of the following, the best course of action is to:",51,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-013,curriculum-f95c3e525005,13,Disability,Anonymous Threats - Physical or Psychological Threats from Unknown Source,"You have received word that there have been a number of anonymous threats targeting
disabled personnel at your installation. You would like to coordinate a training session that will
deals with the military's attitude toward the disabled.",Of the following your first course of action is:,51,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-014,curriculum-f95c3e525005,14,Disability,Direct Threats - Physical or Psychological Threats from Known Source,"While at an event celebrating Disability Awareness Month, one of your volunteers tells you
they were just approached by an angry male service member. The volunteer tells you that the
male told them, ""If you keep drawing attention to those with disabilities, you will be the one who
needs the wheelchair."" The volunteer tells you that the angry male was in a wheelchair","Of the following, the most important course of action is to:",51,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-015,curriculum-f95c3e525005,15,Disability,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","Rumors are flying that a member of your unit has contracted HIV. He comes to you because
he feels that people are treating him differently because of the rumors and he needs some advice.",Your next course of action would be to:,52,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-016,curriculum-f95c3e525005,16,Disability,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","A female service member was openly dating a man who was later reported on the news for
infecting several women with HIV. There are now rumors that she has HIV since she dated this
man. She comes to you because she feels that her commander has started treating her differently
because of the rumors.",Your next course of action would be to:,52,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-018,curriculum-f95c3e525005,18,Disability,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","After conducting an inspection of a subordinate unit, you find out that the unit's commanding
officer will not give challenging assignments to service members who have been deployed to
hostile areas in the past six months. The commanding officer explains that he has a lot of
experience with returning personnel and most of them will have serious ""mental issues"" when
they get back. He tells you that he just doesn't trust them to handle challenging tasks.","Of the following, the most important course of action is to:",52,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-019,curriculum-f95c3e525005,19,Disability,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","You are looking into an incident where a service member (labeled Male 1) posted flyers that
one of his fellow unit members (labeled Male 2) was HIV-positive. After interviewing Male 1,
he explains he was looking out for the safety of the unit by sharing the member's HIV status. He
tells you, ""The unit is entitled to know the dangers they will face, including dangers within our
unit"".","Of the following, the best course of action is to:",52,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-020,curriculum-f95c3e525005,20,Disability,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","A commanding officer sent an email to his unit regarding the details for an upcoming test. In
the email the commanding officer states he will not be giving anyone special consideration on
the test. A female member of the unit comes to you and tells you that she is supposed to receive
extra time to complete the test because she suffers from test anxiety.",Your next course of action would be to:,52,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-disability-021,curriculum-f95c3e525005,21,Disability,"Violation of Work Place Policy or Regulations - Posting Offensive Material, etc.","A female E4 complains to you that her commanding officer is always forwarding
inappropriate emails to her and the other members of her unit. She tells you that the most recent
forwarded email included made fun of mentally and physically handicapped people.",Your next course of action would be to:,53,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-001,curriculum-f95c3e525005,1,Age,Inappropriate Message Content - Inappropriate Jokes or Comments,"A female officer tells you that she feels that older personnel are being disrespected at the
installation. She tells you that she is constantly hearing jokes about older people and hearing that
they should retire and get out of the military. She approaches you and explains that this way of
thinking is dangerous for the installation and needs to be addressed.",Your next course of action would be to:,54,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-002,curriculum-f95c3e525005,2,Age,Inappropriate Message Content - Inappropriate Jokes or Comments,"During a training session, you overhear a Male (labeled Male 1) tell another male (labeled
Male 2), ""Grow up! It's time to stop sucking on the tit and take stuff like a man"". You realize
that Male 2 is the youngest personnel in the room and he looks bothered by the comment.",Your next course of action would be to:,54,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-003,curriculum-f95c3e525005,3,Age,Inappropriate Message Content - Inappropriate Jokes or Comments,"A male officer tells you that he feels that younger personnel are being disrespected at the
installation. He tells you that he is constantly hearing negative comments about Generation X
and Y and their poor work ethic. He approaches you and explains that this way of thinking is
dangerous for the installation and needs to be addressed.",Your next course of action would be to:,54,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-004,curriculum-f95c3e525005,4,Age,Inappropriate Message Content - Inappropriate Jokes or Comments,"After a physical training exercise a male officer tells you that the members of his unit taunted
him about his performance. He tells you they made comments calling him 'father time' and
'grandpa'. He tells you they also made comments saying its time for him to retire, and that he is
washed up and the military can not use him anymore. He approaches you and explains that he is
hurt and offended by the situation and wants the unit members to be reprimanded.","Of the following, the best course of action is to:",54,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-005,curriculum-f95c3e525005,5,Age,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","You have been investigating a complaint made by a 21-year old female that her supervising
officer treats the younger personnel differently from the older personnel in the unit. Your
interviews with different members of the unit do not support the female's claim.",Your next course of action would be to:,55,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-006,curriculum-f95c3e525005,6,Age,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","A 21-year old male claims that his supervising officer treats the younger personnel differently
from the older personnel in the unit. He tells you that the younger personnel are assigned more
work and are assigned the worst work schedules. He tells you that at first he was willing to 'pay
his dues' in the unit, but he now fears the situation will never change.",Your next course of action would be to:,55,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-007,curriculum-f95c3e525005,7,Age,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","An investigating officer is making an inquiry into a formal complaint brought by a group of
senior service members who claim that their performance ratings are unjustly lower than the
other members of their unit who are much younger. They tell you that they feel they are being
unfairly rated because of their age and that this is an attempt to push them into retirement.","Of the following, the assistance you would volunteer to provide the investigating officer
first is to:",55,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-008,curriculum-f95c3e525005,8,Age,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","You are conducting a unit inspection. After analyzing the unit's performance records, you
notice that the younger unit members have much lower performance ratings than the other unit
members, even on dimensions that should not be influenced by additional experience.","Of the following, the most important course of action is to:",56,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-009,curriculum-f95c3e525005,9,Age,"Work-Related Differential Treatment - Assignments, Rewards, or Punishment","A female E4 comes to you because she would like to take career development courses offered
in her unit, but her commanding officer has denied her entry into the course on three occasions.
When she asked why she was being denied, the commanding officer commented that she should
have taken these career development courses when she was younger and that the course will not
really benefit her. She tells you that other members of her unit have been given permission to
take the career development course and they are all younger than her.",Your next course of action would be to:,56,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-age-012,curriculum-f95c3e525005,12,Age,Physical Assault - Physically Harming Another,"A male E2 comes to your office for help. He tells you that the members of his unit have been
treating him poorly since he entered the unit. He tells you that they order him to complete non-
work related tasks for them, such as washing their clothes and bringing them dinner. He shares
that he is worried because the situation is getting more physical now. He tells you that they most
recently forced his head into a toilet bowl which someone had just urinated. He doesn't want to
get the unit members into trouble; he just doesn't want the situation to escalate further.",Your next course of action would be to:,56,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-002,curriculum-f95c3e525005,2,General EO,,"You are assigned to a new installation and your new commanding officer seems to be
disinterested with EO issues and your role in the unit. You learn that the commanding officer has
been reprimanded in the past because he violated EO policies.","Of the following, the best course of action would be to:",57,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-003,curriculum-f95c3e525005,3,General EO,,"After briefing the chain of command on unit climate assessment results, the chain of command
requests to receive a briefing on minority mentorship and minority retention.","Of the following, the most important course of action is to:",57,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-004,curriculum-f95c3e525005,4,General EO,,"After briefing the chain of command on unit climate assessment results, it is determined that a
training session on sexual harassment would be appropriate.",Your next course of action would be to:,57,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-005,curriculum-f95c3e525005,5,General EO,,"After briefing the chain of command on unit climate assessment results, it is determined that a
training session on religious tolerance and diversity would be appropriate.","Of the following, the best course of action would be to:",57,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-006,curriculum-f95c3e525005,6,General EO,,"While analyzing survey results you learn there is moderate satisfaction within a unit but high
levels of perceived sexism.",Your next course of action would be to:,57,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-008,curriculum-f95c3e525005,8,General EO,,"A commanding officer comes to you and informs you there may be a problem within his unit
based on survey findings provided by the former EOA. He tells you that a high percentage of the
minorities in the unit perceive there is racism or cultural insensitivity within the unit and that
some of the minorities feel they have been the victim of direct racism.",Your next course of action would be to:,58,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-010,curriculum-f95c3e525005,10,General EO,,"You are assigned to a new installation and there is blatant hostility towards you as the new
EOA. An acquaintance tells you the hostility is not personal but is based upon negative feelings
toward the former EOA you have replaced.",Your next course of action would be to:,58,tesseract_ocr,2026-05-07T18:39:09.770Z
